frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
41,1776494439972731000,12.425,0.926,9.244,2.012,0.242,0,0,1.0,,0.0
42,1776494439997728000,14.36,2.147,10.442,1.491,0.28,0,0,1.0,,0.0
42,1776494439997728000,12.809,1.462,9.164,1.839,0.344,0,0,1.0,,0.0
43,1776494440022731000,13.675,1.104,11.034,1.341,0.197,0,0,1.0,,0.0
43,1776494440022731000,11.428,0.932,8.626,1.688,0.183,0,0,1.0,,0.0
43,1776494440022731000,13.705,0.973,10.88,1.654,0.197,0,0,1.0,,0.0
44,1776494440056071000,12.126,1.305,8.971,1.583,0.267,0,0,1.0,,0.0
45,1776494440081078000,13.059,1.086,10.524,1.321,0.128,0,0,1.0,,0.0
45,1776494440081078000,11.868,0.847,8.862,2.016,0.143,0,0,1.0,,0.0
46,1776494440114410000,13.885,1.073,11.155,1.447,0.21,0,0,1.0,,0.0
46,1776494440114410000,11.505,0.883,9.012,1.48,0.13,0,0,1.0,,0.0
46,1776494440114410000,14.01,0.931,10.931,1.885,0.263,0,0,1.0,,0.0
47,1776494440139401000,11.865,0.981,8.977,1.77,0.137,0,0,1.0,,0.0
48,1776494440164412000,13.185,1.146,10.427,1.454,0.157,0,0,1.0,,0.0
48,1776494440164412000,12.015,0.922,8.953,2.01,0.13,0,0,1.0,,0.0
48,1776494440164412000,14.328,1.154,10.922,2.108,0.143,0,0,1.0,,0.0
49,1776494440198189000,11.217,0.904,8.789,1.397,0.127,0,0,1.0,,0.0
49,1776494440198189000,13.873,1.254,11.135,1.246,0.238,0,0,1.0,,0.0
50,1776494440222737000,11.628,0.927,8.926,1.649,0.126,0,0,1.0,,0.0
51,1776494440247727000,13.628,1.001,10.45,1.97,0.206,0,0,1.0,,0.0
51,1776494440247727000,12.01,1.01,9.007,1.858,0.135,0,0,1.0,,0.0
51,1776494440247727000,17.209,0.932,11.808,1.572,2.897,0,0,1.0,,0.0
52,1776494440272750000,11.575,0.945,8.853,1.646,0.131,0,0,1.0,,0.0
52,1776494440272750000,14.239,1.281,11.606,1.191,0.16,0,0,1.0,,0.0
53,1776494440306079000,11.67,0.967,8.923,1.63,0.15,0,0,1.0,,0.0
53,1776494440306079000,14.091,0.924,10.937,2.035,0.195,0,0,1.0,,0.0
54,1776494440339406000,13.071,0.988,9.136,2.803,0.144,0,0,1.0,,0.0
54,1776494440339406000,14.141,1.233,10.925,1.3,0.684,0,0,1.0,,0.0
55,1776494440364415000,12.458,1.03,9.305,1.927,0.196,0,0,1.0,,0.0
55,1776494440364415000,14.027,1.231,10.977,1.602,0.217,0,0,1.0,,0.0
56,1776494440389411000,11.453,0.898,8.841,1.582,0.131,0,0,1.0,,0.0
56,1776494440389411000,13.993,1.143,10.772,1.9,0.177,0,0,1.0,,0.0
57,1776494440422746000,11.876,0.913,8.878,1.942,0.144,0,0,1.0,,0.0
58,1776494440447743000,14.015,1.039,10.494,2.334,0.147,0,0,1.0,,0.0
58,1776494440447743000,11.895,1.086,9.064,1.515,0.23,0,0,1.0,,0.0
59,1776494440481086000,13.518,1.18,10.715,1.492,0.132,0,0,1.0,,0.0
59,1776494440481086000,10.626,0.901,8.44,1.152,0.133,0,0,1.0,,0.0
59,1776494440481086000,14.432,2.013,10.979,1.218,0.221,0,0,1.0,,0.0
60,1776494440506087000,12.331,0.904,9.177,2.069,0.181,0,0,1.0,,0.0
