time_s,gait_phase,knee_L_meas,knee_R_meas,hip_L_meas,hip_R_meas,knee_L_ref,knee_R_ref,hip_L_ref,hip_R_ref,F_imp_L,F_imp_R,F_ilc_L,F_ilc_R,F_total_L,F_total_R,teensy_phase,teensy_fL,teensy_fR,hs_L,hs_R,shm_valid
8194.9323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8194.9423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8194.9523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8194.9623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8194.9723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8194.9823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8194.9923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0339,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.0923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.1923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2244,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.2923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3326,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.3923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.4923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.5923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6628,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.6923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7125,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.7923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8424,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.8923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8195.9925,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.0927,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.1923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2524,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.2923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3229,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.3923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4223,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4323,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4423,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4523,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4623,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4723,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4823,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.4923,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.5023,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8196.5123,0.0000,170.59,0.00,91.81,86.57,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
