time_s,gait_phase,knee_L_meas,knee_R_meas,hip_L_meas,hip_R_meas,knee_L_ref,knee_R_ref,hip_L_ref,hip_R_ref,F_imp_L,F_imp_R,F_ilc_L,F_ilc_R,F_total_L,F_total_R,teensy_phase,teensy_fL,teensy_fR,hs_L,hs_R,shm_valid
8258.8523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.8623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.8723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.8824,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.8923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8258.9923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0828,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.0923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.1923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.2923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.3923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.4923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.5923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.6923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.7923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.8923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9856,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8259.9923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.0923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1424,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.1923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.2923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3423,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3523,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3623,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3723,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3823,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.3923,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.4023,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.4123,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.4223,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
8260.4323,0.0000,167.58,0.00,89.80,86.11,0.00,24.00,25.00,20.00,5.00,24.00,0.00,0.00,5.00,5.00,-1.0000,0.00,0.00,0,0,0
