frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
98,1776747560179858000,11.768,2.188,0.002,5.024,4.555,1,0,0.0,,0.924
98,1776747560179858000,15.176,7.648,0.002,5.033,2.493,1,0,0.0,,0.493
99,1776747560204854000,10.725,1.449,0.044,6.482,2.75,1,0,0.0,,0.493
100,1776747560229856000,11.735,3.592,0.002,5.473,2.668,1,0,0.0,,0.493
100,1776747560229856000,10.043,3.239,0.004,4.864,1.935,1,0,0.0,,0.493
101,1776747560263186000,11.659,3.351,0.006,5.265,3.037,1,0,0.0,,0.68
101,1776747560263186000,12.101,3.121,0.002,5.774,3.205,1,0,0.0,,0.68
102,1776747560288222000,12.08,1.736,0.012,5.096,5.236,1,0,0.0,,0.68
102,1776747560288222000,9.974,2.891,0.002,4.969,2.112,1,0,0.056,,0.916
102,1776747560288222000,9.165,3.229,0.004,4.334,1.598,1,0,0.056,,0.916
103,1776747560321533000,11.133,1.486,0.004,5.189,4.453,1,0,0.167,,0.916
103,1776747560321533000,12.548,5.095,0.01,5.249,2.194,1,0,0.167,,0.736
104,1776747560346539000,16.616,3.039,0.005,6.678,6.893,1,2,0.0,,0.736
105,1776747560371559000,12.178,1.475,0.002,4.679,6.022,1,0,0.0,,0.736
105,1776747560371559000,11.225,3.138,0.004,5.13,2.953,1,0,0.0,,0.736
105,1776747560371559000,15.223,2.74,0.01,5.606,6.867,1,0,0.0,,0.736
106,1776747560404871000,10.721,1.59,0.091,5.655,3.385,1,0,0.0,,0.736
107,1776747560429873000,11.322,1.473,0.002,5.809,4.038,1,0,0.0,,0.644
107,1776747560429873000,10.239,2.27,0.002,5.216,2.751,1,2,0.0,,0.65
108,1776747560463195000,12.205,1.672,0.002,5.185,5.345,1,0,0.0,,0.65
108,1776747560463195000,14.649,3.978,0.013,8.968,1.689,1,0,0.0,,0.491
109,1776747560488195000,15.015,1.216,0.006,5.003,8.79,1,0,0.0,,0.491
109,1776747560488195000,10.36,3.261,0.006,5.515,1.578,1,0,0.0,,0.945
110,1776747560513208000,15.879,3.15,0.003,6.813,5.913,1,0,0.0,,0.945
110,1776747560513208000,10.31,1.64,0.021,4.733,3.917,1,0,0.0,,0.945
111,1776747560546523000,11.272,1.435,0.004,4.83,5.004,1,0,0.0,,0.945
111,1776747560546523000,9.868,3.026,0.003,4.503,2.336,1,0,0.0,,0.959
112,1776747560579865000,12.257,3.088,0.009,5.992,3.168,1,0,0.0,,0.959
112,1776747560579865000,11.181,1.438,0.115,5.787,3.841,1,0,0.0,,0.959
113,1776747560604856000,9.55,2.396,0.01,4.772,2.371,1,2,0.0,,0.954
113,1776747560604856000,11.016,1.456,0.002,4.985,4.573,1,0,0.0,,0.954
113,1776747560604856000,12.711,1.373,0.872,6.209,4.258,1,0,0.0,,0.954
114,1776747560629887000,12.456,2.329,0.021,7.329,2.778,1,0,0.0,,0.954
115,1776747560663188000,15.212,7.849,0.009,5.286,2.068,1,0,0.0,,0.954
115,1776747560663188000,13.759,3.677,0.004,8.121,1.957,1,0,0.0,,0.782
116,1776747560679896000,11.449,3.122,0.004,6.102,2.221,1,0,0.0,,0.782
116,1776747560679896000,9.208,3.145,0.006,4.387,1.67,1,0,0.0,,0.782
116,1776747560679896000,9.87,1.724,0.143,5.144,2.86,1,0,0.0,,0.84
117,1776747560721532000,10.923,1.395,0.004,5.132,4.392,1,0,0.0,,0.84
117,1776747560721532000,15.796,8.178,0.002,4.415,3.201,1,0,0.0,,0.535
118,1776747560746555000,11.208,2.018,0.048,6.084,3.057,1,0,0.0,,0.535
119,1776747560763230000,10.48,3.019,0.002,4.668,2.791,1,0,0.0,,0.676
119,1776747560763230000,10.502,1.789,0.002,5.072,3.639,1,0,0.0,,0.676
119,1776747560763230000,15.014,4.262,0.004,9.351,1.397,1,0,0.056,,0.615
120,1776747560796548000,13.0,1.872,0.002,9.749,1.377,1,0,0.0,,0.615
121,1776747560831367000,13.94,1.507,0.002,5.889,6.542,1,0,0.0,,0.615
121,1776747560831367000,9.878,3.014,0.001,4.641,2.222,1,0,0.0,,0.569
121,1776747560831367000,13.266,2.936,0.009,5.88,4.441,1,0,0.0,,0.569
122,1776747560854909000,15.919,1.854,0.012,6.583,7.47,1,0,0.0,,0.569
122,1776747560854909000,10.478,3.051,0.016,3.985,3.426,1,0,0.0,,0.569
123,1776747560871539000,9.987,1.478,0.002,5.615,2.891,1,0,0.0,,0.569
123,1776747560871539000,13.476,4.066,0.006,7.233,2.17,1,0,0.0,,0.555
124,1776747560913168000,17.94,8.469,0.002,8.764,0.705,1,0,0.0,,0.555
125,1776747560946516000,12.957,1.497,0.109,7.228,4.123,1,0,0.0,,0.555
125,1776747560946516000,12.164,2.661,0.091,5.715,3.697,1,0,0.0,,0.555
126,1776747560971535000,10.607,1.576,0.055,4.952,4.024,1,0,0.0,,0.555
126,1776747560971535000,10.892,2.633,0.009,7.394,0.856,1,0,0.0,,0.555
127,1776747560988214000,12.535,1.943,0.095,5.09,5.407,1,0,0.0,,0.555
127,1776747560988214000,9.004,2.877,0.003,4.143,1.982,1,0,0.0,,0.546
128,1776747561013197000,11.798,1.735,0.004,5.745,4.315,1,0,0.0,,0.546
128,1776747561013197000,11.937,2.342,0.111,5.797,3.687,1,0,0.037,,0.718
129,1776747561046521000,9.738,1.372,0.001,5.394,2.971,1,0,0.0,,0.718
129,1776747561046521000,16.511,5.432,0.003,7.06,4.017,1,0,0.0,,0.718
130,1776747561071518000,10.999,2.141,0.002,5.587,3.269,1,0,0.0,,0.718
130,1776747561071518000,11.387,3.307,0.003,4.323,3.754,1,0,0.0,,0.718
131,1776747561096561000,10.347,2.318,0.002,4.33,3.697,1,0,0.0,,0.718
132,1776747561129887000,10.047,1.564,0.105,5.183,3.195,1,0,0.0,,0.718
132,1776747561129887000,11.574,2.336,0.007,5.254,3.977,1,0,0.0,,0.914
132,1776747561129887000,11.879,3.923,0.008,4.703,3.245,1,0,0.0,,0.914
133,1776747561154845000,18.03,8.782,0.004,8.602,0.643,1,0,0.0,,0.914
134,1776747561179885000,11.848,3.306,0.002,5.524,3.017,1,0,0.0,,0.914
134,1776747561179885000,13.345,7.009,0.003,4.438,1.896,1,0,0.0,,0.914
134,1776747561179885000,11.497,1.603,0.104,5.581,4.209,1,0,0.111,,0.896
135,1776747561204860000,11.047,1.535,0.003,5.048,4.461,1,0,0.0,,0.896
135,1776747561204860000,11.162,1.965,0.003,4.433,4.76,1,0,0.0,,0.954
136,1776747561238251000,12.12,2.482,0.102,6.373,3.162,1,0,0.0,,0.462
137,1776747561271543000,13.183,7.715,0.005,4.827,0.636,1,0,0.0,,0.462
137,1776747561271543000,12.88,1.458,0.004,6.354,5.064,1,0,0.0,,0.462
137,1776747561271543000,12.598,3.048,0.103,5.648,3.798,1,0,0.0,,0.43
138,1776747561296521000,11.048,3.544,0.002,6.004,1.498,1,0,0.0,,0.43
139,1776747561329853000,13.1,3.348,0.006,5.284,4.463,1,0,0.0,,0.43
139,1776747561329853000,11.582,2.093,0.007,4.19,5.292,1,0,0.0,,0.43
139,1776747561329853000,8.834,3.141,0.004,3.858,1.83,1,0,0.0,,0.43
140,1776747561354860000,10.215,3.619,0.003,4.528,2.065,1,0,0.0,,0.932
140,1776747561354860000,9.822,3.31,0.005,4.426,2.08,1,0,0.0,,0.932
140,1776747561354860000,10.188,3.604,0.002,4.451,2.131,1,0,0.0,,0.927
141,1776747561388202000,14.676,7.723,0.01,5.616,1.328,1,0,0.0,,0.927
141,1776747561388202000,12.922,4.097,0.002,5.92,2.903,1,0,0.0,,0.877
142,1776747561413196000,11.941,1.493,0.017,5.871,4.56,1,0,0.0,,0.877
142,1776747561413196000,10.072,1.285,0.093,5.11,3.584,1,0,0.0,,0.953
142,1776747561413196000,9.538,3.348,0.002,5.04,1.149,1,0,0.0,,0.953
